LogName,Date,Time,ComputerName,SourceName,TaskCategory,EventType,Keywords,OpCode,EventCode,Type,RecordNumber,Message
System,2023-09-22,00:05:12,CLIENT-PC,Microsoft-Windows-Service Control Manager,None,4,Classic,The operation completed successfully.,7040,4,2264,The start type of the Windows Modules Installer service was changed from auto start to demand start.
Setup,2023-09-22,00:05:02,CLIENT-PC,Microsoft-Windows-Servicing,1,0,None,Info,2,0,27,Package KB5030211 was successfully changed to the Installed state.
System,2023-09-22,00:04:49,CLIENT-PC,Microsoft-Windows-Kernel-General,None,4,None,Info,16,4,2263,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_1000.19044.1000.0_x64__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Application,2023-09-22,00:04:48,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,8230,4,3241,"The rules engine successfully re-evaluated the schedule."
System,2023-09-22,00:04:46,CLIENT-PC,Microsoft-Windows-Kernel-General,None,4,None,Info,16,4,2262,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CloudExperienceHost_10.0.19041.3393_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,0,Classic,None,902,0,3240,"The Software Protection service has started."
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1003,4,3239,"The Software Protection service has completed licensing status check."
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3238,Duplicate definition of policy found. Policy name=Security-SPP-WriteWauMarker  Priority=500
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3237,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3236,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:42,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3235,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3234,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3233,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3232,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3231,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3230,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:41,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1034,4,3229,Duplicate definition of policy found. Policy name=AAD-BlockAADWorkplaceJoin-Default  Priority=100
Application,2023-09-22,00:04:40,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3228,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:40,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3227,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:40,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3226,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:40,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3225,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3224,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3223,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3222,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3221,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3220,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3219,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3218,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3217,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3216,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3215,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3214,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3213,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3212,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3211,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3210,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3209,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3208,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3207,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3206,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3205,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3204,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3203,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3202,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3201,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3200,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3199,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3198,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3197,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3196,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:39,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3195,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:38,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3194,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:38,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1004,4,3193,"The Software Protection service has successfully installed the license."
Application,2023-09-22,00:04:37,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,1066,4,3192,"Initialization status for service objects."
Application,2023-09-22,00:04:37,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,16394,4,3191,Offline downlevel migration succeeded.
Application,2023-09-22,00:04:37,CLIENT-PC,Microsoft-Windows-Security-SPP,None,4,Classic,None,900,4,3190,"The Software Protection service is starting."
System,2023-09-22,00:04:21,CLIENT-PC,Microsoft-Windows-Kernel-General,None,4,None,Info,16,4,2261,The access history in hive \??\C:\Users\Default\NTUSER.DAT was cleared updating 5 keys and creating 2 modified pages.
Application,2023-09-22,00:04:21,CLIENT-PC,Microsoft-Windows-WMI,None,4,None,Info,5617,4,3189,Windows Management Instrumentation Service subsystems initialized successfully
System,2023-09-22,00:03:23,CLIENT-PC,Microsoft-Windows-Service Control Manager,None,4,Classic,The operation completed successfully.,7026,4,2260,"The following boot-start or system-start driver(s) did not load: "
Application,2023-09-22,00:03:20,CLIENT-PC,Microsoft-Windows-WMI,None,4,None,Info,5615,4,3188,Windows Management Instrumentation Service started sucessfully
Application,2023-09-22,00:03:19,CLIENT-PC,Desktop Window Manager,None,4,Classic,None,9027,4,3187,The Desktop Window Manager has registered the session port.
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-DHCPv6-Client,Service State Event,4,None,ServiceStart,51046,4,2259,DHCPv6 client service is started
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-Dhcp-Client,Service State Event,4,None,ServiceShutdown,50103,4,2258,DHCPv4 client registered for shutdown notification
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-Dhcp-Client,Service State Event,4,None,ServiceStart,50036,4,2257,DHCPv4 client service is started
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2256,"File System Filter 'bindflt' (10.0, ‎2005‎-‎08‎-‎08T23:17:00.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2255,"File System Filter 'storqosflt' (10.0, ‎2007‎-‎04‎-‎09T21:08:30.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2254,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎06‎-‎12T20:24:15.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,1,4,2253,"File System Filter 'CldFlt' (Version 10.0, ‎2089‎-‎06‎-‎12T20:24:15.000000000Z) unloaded successfully."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2252,"File System Filter 'CldFlt' (10.0, ‎2089‎-‎06‎-‎12T20:24:15.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2251,"File System Filter 'wcifs' (10.0, ‎2004‎-‎03‎-‎22T20:56:15.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2250,"File System Filter 'luafv' (10.0, ‎1986‎-‎08‎-‎13T23:58:59.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:17,CLIENT-PC,EventLog,None,4,Classic,None,6013,4,2222,The system uptime is 9 seconds.
System,2023-09-22,00:03:17,CLIENT-PC,EventLog,None,4,Classic,None,6005,4,2221,The Event log service was started.
System,2023-09-22,00:03:17,CLIENT-PC,EventLog,None,4,Classic,None,6009,4,2220,Microsoft (R) Windows (R) 10.00. 19045  Multiprocessor Free.
Application,2023-09-22,00:03:17,CLIENT-PC,Microsoft-Windows-User Profile Service,None,4,None,Info,1531,4,3186,The User Profile Service has started successfully.
System,2023-09-22,00:03:15,CLIENT-PC,Microsoft-Windows-Directory-Services-SAM,None,4,None,Info,16983,4,2249,"The security account manager is now logging periodic summary events for remote clients that call legacy password change or set RPC methods."
System,2023-09-22,00:03:15,CLIENT-PC,Microsoft-Windows-Directory-Services-SAM,None,4,None,Info,16977,4,2248,"The domain is configured with the following minimum password length-related settings."
System,2023-09-22,00:03:15,CLIENT-PC,Microsoft-Windows-Directory-Services-SAM,None,4,None,Info,16962,4,2247,"Remote calls to the SAM database are being restricted using the default security descriptor: O:SYG:SYD:(A;;RC;;;BA)."
System,2023-09-22,00:03:15,CLIENT-PC,Microsoft-Windows-Wininit,None,4,None,Info,14,4,2246,"Credential Guard configuration: 0x0, 0"
System,2023-09-22,00:03:15,CLIENT-PC,Microsoft-Windows-Kernel-General,11,4,Time,Info,24,4,2245,The time zone information was refreshed with exit reason 0. Current time zone bias is -180.
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307345,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307344,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307343,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307342,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307341,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307340,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307339,"A new process has been created."
Security,2023-09-22,00:03:15,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307338,"A new process has been created."
Security,2023-09-22,00:03:14,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307337,"A new process has been created."
System,2023-09-22,00:03:10,CLIENT-PC,Microsoft-Windows-Kernel-Power,220,4,None,Info,521,4,2244,Active battery count change.
System,2023-09-22,00:03:10,CLIENT-PC,Microsoft-Windows-Kernel-Power,220,4,None,Info,521,4,2243,Active battery count change.
System,2023-09-22,00:03:10,CLIENT-PC,Microsoft-Windows-Kernel-Processor-Power,47,4,None,Info,55,4,2242,"Processor 1 in group 0 exposes the following power management capabilities:"
System,2023-09-22,00:03:10,CLIENT-PC,Microsoft-Windows-Kernel-Processor-Power,47,4,None,Info,55,4,2241,"Processor 0 in group 0 exposes the following power management capabilities:"
System,2023-09-22,00:03:10,CLIENT-PC,Microsoft-Windows-Kernel-Power,203,4,None,Info,172,4,2240,"Connectivity state in standby: Disconnected, Reason: NIC compliance"
Security,2023-09-22,00:03:10,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307336,"A new process has been created."
Security,2023-09-22,00:03:10,CLIENT-PC,Microsoft Windows security auditing.,Other Policy Change Events,0,Audit Success,Info,4826,0,307335,"Boot Configuration Data loaded."
Security,2023-09-22,00:03:10,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4696,0,307334,"A primary token was assigned to process."
Security,2023-09-22,00:03:10,CLIENT-PC,Microsoft Windows security auditing.,Process Creation,0,Audit Success,Info,4688,0,307333,"A new process has been created."
System,2023-09-22,00:03:09,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2239,"File System Filter 'npsvctrig' (10.0, ‎2025‎-‎01‎-‎06T05:41:12.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:09,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2238,"File System Filter 'FileCrypt' (10.0, ‎2002‎-‎03‎-‎01T14:12:42.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:09,CLIENT-PC,Microsoft-Windows-Ntfs,None,4,None,Info,98,4,2237,Volume C: (\Device\HarddiskVolume1) is healthy.  No action is needed.
System,2023-09-22,00:03:08,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2236,"File System Filter 'WdFilter' (10.0, ‎2035‎-‎08‎-‎05T03:44:58.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:08,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2235,"File System Filter 'Wof' (10.0, ‎2023‎-‎04‎-‎23T05:17:53.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:08,CLIENT-PC,Microsoft-Windows-FilterManager,None,4,None,Info,6,4,2234,"File System Filter 'FileInfo' (10.0, ‎2062‎-‎12‎-‎23T08:21:06.000000000Z) has successfully loaded and registered with Filter Manager."
System,2023-09-22,00:03:08,CLIENT-PC,Microsoft-Windows-HAL,None,4,None,Info,16,4,2233,The iommu fault reporting has been initialized.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-General,6,4,Time,Info,20,4,2232,"The leap second configuration has been updated."
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,58,4,None,Info,32,4,2231,The bootmgr spent 0 ms waiting for user input.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,57,4,None,Info,18,4,2230,There are 0x1 boot options on this system.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,33,4,None,Info,27,4,2229,The boot type was 0x0.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,32,4,None,Info,25,4,2228,The boot menu policy was 0x1.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,31,4,None,Info,20,4,2227,The last shutdown's success status was true. The last boot's success status was true.
System,2023-09-22,00:03:07,CLIENT-PC,Microsoft-Windows-Kernel-Boot,62,4,None,Info,153,4,2226,Virtualization-based security (policies: 0) is disabled.
